gameId,gameDuration(seconds),gameVersion,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,kills,deaths,assists,totalDamageDealtToChampions,visionScore,goldEarned,averageChampLevel,totalMinionsKilled
3325169968,2102,10.5.312.392,100,Fail,False,True,False,False,False,True,5,0,0,3,1,16,28,22,89524,228,57989,15.2,820
3325169968,2102,10.5.312.392,200,Win,True,False,True,True,True,False,11,3,2,3,0,28,17,63,92892,192,70292,17.0,798
3325110031,1458,10.5.312.392,100,Win,True,True,True,False,True,False,10,2,0,3,1,39,14,51,89828,144,54569,13.8,534
3325110031,1458,10.5.312.392,200,Fail,False,False,False,False,False,True,0,0,0,0,1,14,39,23,54280,105,41314,12.2,493
3324982322,1896,10.5.312.392,100,Win,False,True,True,False,False,False,8,1,0,2,1,24,16,42,91685,178,58492,15.2,729
3324982322,1896,10.5.312.392,200,Fail,True,False,False,True,True,True,2,0,1,2,1,16,24,32,68867,162,52294,14.6,675
3324772093,909,10.5.312.392,100,Fail,True,False,False,False,False,False,0,0,0,0,0,28,45,71,64636,0,45749,14.2,142
3324772093,909,10.5.312.392,200,Win,False,True,True,False,False,False,4,1,0,0,0,45,28,102,91721,0,52135,15.2,186
3382506781,1493,10.8.317.8137,100,Fail,True,False,False,False,False,False,3,1,0,0,0,55,67,129,161362,0,76517,18.0,328
3382506781,1493,10.8.317.8137,200,Win,False,True,True,False,False,False,4,2,0,0,0,67,56,138,181034,0,80538,18.0,329
3382494196,825,10.8.317.8137,100,Win,False,True,True,False,False,False,4,1,0,0,0,31,23,89,68062,0,46422,13.8,154
3382494196,825,10.8.317.8137,200,Fail,True,False,False,False,False,False,1,0,0,0,0,23,31,60,63053,0,41927,12.8,137
3382509937,988,10.8.317.8137,100,Win,True,True,False,False,False,False,2,1,0,0,0,46,36,89,81733,0,54069,16.2,197
3382509937,988,10.8.317.8137,200,Fail,False,False,True,False,False,False,2,1,0,0,0,36,46,72,86514,0,52264,15.6,194
3382434640,1522,10.8.317.8137,100,Win,True,True,True,False,False,False,4,2,0,0,0,62,67,119,188432,0,81242,18.0,339
3382434640,1522,10.8.317.8137,200,Fail,False,False,False,False,False,False,2,1,0,0,0,66,62,184,169355,0,80484,18.0,321
3382460394,1166,10.8.317.8137,100,Fail,False,False,False,False,False,False,2,0,0,0,0,32,45,72,88321,0,58702,16.6,242
3382460394,1166,10.8.317.8137,200,Win,True,True,True,False,False,False,4,2,0,0,0,44,32,118,120499,0,62604,17.8,245
3380121814,903,10.8.317.3760,100,Win,True,True,True,False,False,False,4,2,0,0,0,45,25,104,77042,0,51743,15.4,186
3380121814,903,10.8.317.3760,200,Fail,False,False,False,False,False,False,0,0,0,0,0,24,45,34,49270,0,44919,14.2,166
3380108120,1202,10.8.317.3760,100,Fail,False,True,False,False,False,False,1,0,0,0,0,40,50,93,93634,0,60322,17.2,223
3380108120,1202,10.8.317.3760,200,Win,True,False,True,False,False,False,4,1,0,0,0,49,42,119,128496,0,64516,18.0,253
3380104198,1447,10.8.317.3760,100,Fail,False,False,False,False,False,False,0,0,0,0,0,30,51,61,112351,0,65744,17.8,284
3380104198,1447,10.8.317.3760,200,Win,True,True,True,False,False,False,4,1,0,0,0,51,30,120,136191,0,74846,18.0,334
3380071346,1104,10.8.317.3760,100,Fail,False,False,False,False,False,False,0,0,0,0,0,37,63,74,89909,0,56603,16.6,208
3380071346,1104,10.8.317.3760,200,Win,True,True,True,False,False,False,4,2,0,0,0,63,37,157,139129,0,61414,17.4,181
3379988109,1069,10.8.317.3760,100,Fail,True,True,True,False,False,False,2,1,0,0,0,43,40,94,110281,0,56094,16.0,179
3379988109,1069,10.8.317.3760,200,Win,False,False,False,False,False,False,4,2,0,0,0,40,43,91,101020,0,58067,16.6,215
3379104996,1232,10.8.317.3760,100,Fail,False,False,False,False,False,True,2,0,0,0,1,14,28,21,48077,89,35140,11.0,423
3379104996,1232,10.8.317.3760,200,Win,True,True,True,False,True,False,9,2,0,2,1,28,14,35,66042,83,46003,12.2,516
3379013745,2099,10.8.317.3760,100,Win,False,False,True,True,False,False,7,1,1,2,1,43,30,96,110535,218,70952,16.6,738
3379013745,2099,10.8.317.3760,200,Fail,True,True,False,False,True,True,1,0,0,3,1,30,43,54,131070,209,60824,15.2,662
