,0
7516,3348398106
7517,3348354694
7518,3348328109
7519,3347947955
7520,3346993031
7521,3346837341
7522,3346627853
7523,3346473261
7524,3346025637
7525,3345946982
7526,3345008685
7527,3345012346
7528,3382526806
7529,3378517478
7530,3377836170
7531,3376116206
7532,3376017367
7533,3368334204
7534,3367674001
7535,3365687269
7536,3378660676
7537,3378608162
7538,3375639873
7539,3357241805
7540,3356818681
7541,3352702123
7542,3352077748
7543,3339900116
7544,3330524066
7545,3330415619
7546,3330386820
7547,3330235103
7548,3330137888
7549,3330064460
7550,3330057921
7551,3330010734
7552,3328450809
7553,3328118065
7554,3327444192
7555,3326087748
7556,3325930107
7557,3325676376
7558,3325633696
7559,3325016284
7560,3324807843
7561,3324489724
7562,3324031067
7563,3323909091
7564,3323874134
7565,3323797590
7566,3323485056
7567,3323460064
7568,3321823108
7569,3321728317
7570,3321721720
7571,3321657153
7572,3321103097
7573,3321012577
7574,3320755161
7575,3320503610
7576,3320465846
7577,3319423451
7578,3319242993
7579,3319194809
7580,3319118900
7581,3319132801
7582,3318269532
7583,3318168799
7584,3317704392
7585,3315856866
7586,3308930105
7587,3308508097
7588,3308478642
7589,3308377815
7590,3308273605
7591,3308208984
7592,3376195090
7593,3374481893
7594,3348189828
7595,3347826486
7596,3345960881
7597,3345923094
7598,3345847037
7599,3344178088
7600,3337612181
7601,3336913039
7602,3336123029
7603,3336032232
7604,3333866131
7605,3330492652
7606,3330424978
7607,3326110275
7608,3326082633
7609,3325994604
7610,3325968007
7611,3323519749
7612,3323438196
7613,3314046654
7614,3313865643
7615,3312242702
7616,3312167535
7617,3312209961
7618,3312146066
7619,3308681600
7620,3307876336
7621,3307813386
7622,3307776109
7623,3306799340
7624,3306774425
7625,3306718028
7626,3305625743
7627,3305620317
7628,3305405093
7629,3305367968
7630,3305392003
7631,3301758426
7632,3301751663
7633,3301660191
7634,3299628422
7635,3294714218
7636,3294645880
7637,3292708113
7638,3292700665
7639,3292209488
7640,3292215059
7641,3292149644
7642,3292183400
7643,3292027930
7644,3289971596
7645,3289917542
7646,3289901405
7647,3289866594
7648,3268703091
7649,3268635170
7650,3268630097
7651,3268584040
7652,3268517692
7653,3266024339
7654,3265981284
7655,3265977937
7656,3264686142
7657,3262243561
7658,3262194759
7659,3262155779
7660,3262068663
7661,3262111054
7662,3261985016
7663,3259447184
7664,3379219967
7665,3372777332
7666,3368532773
7667,3365656669
7668,3364219417
7669,3362537841
7670,3360970913
7671,3360904600
7672,3360880133
7673,3360696672
7674,3360630815
7675,3346566038
7676,3346355421
7677,3344939511
7678,3342925166
7679,3340948913
7680,3330239464
7681,3329080060
7682,3328967539
7683,3328961650
7684,3328646554
7685,3327417341
7686,3325917641
7687,3325900219
7688,3325628183
7689,3325281645
7690,3325235099
7691,3325204093
7692,3325086344
7693,3324980093
7694,3324822289
7695,3324555811
7696,3319203091
7697,3319116482
7698,3316180060
7699,3316076829
7700,3316110553
7701,3316045588
7702,3315979656
7703,3315457517
7704,3315433370
7705,3315367197
7706,3315403466
7707,3315330985
7708,3314386713
7709,3314361595
7710,3314313540
7711,3313181740
7712,3313162345
7713,3313078913
7714,3311436141
7715,3311359313
7716,3310378034
7717,3310323318
7718,3309424278
7719,3308553481
7720,3307786128
7721,3307696512
7722,3306461757
7723,3306443393
7724,3306082928
7725,3304072384
7726,3303859236
7727,3377041946
7728,3371968157
7729,3370897315
7730,3370915011
7731,3370124827
7732,3367066596
7733,3366993890
7734,3366773031
7735,3365052396
7736,3364489530
7737,3364484254
7738,3363994100
7739,3363888630
7740,3363882434
7741,3363547374
7742,3363087033
7743,3362967051
7744,3362964459
7745,3362949547
7746,3362926090
7747,3362931560
7748,3362876454
7749,3362871667
7750,3362794213
7751,3361550976
7752,3361280839
7753,3361106421
7754,3361042489
7755,3359687189
7756,3359734414
7757,3355543501
7758,3355273521
7759,3355196475
7760,3355242349
7761,3354280337
7762,3354011868
7763,3353936670
7764,3353950484
7765,3352437647
7766,3352445527
7767,3352444096
7768,3352432989
7769,3352391044
7770,3352363182
7771,3352298782
7772,3352276077
7773,3352292854
7774,3352219590
7775,3350767683
7776,3350753744
7777,3350730201
7778,3350657250
7779,3350691397
7780,3349818167
7781,3349130169
7782,3349098064
7783,3349087103
7784,3349037101
7785,3349035684
7786,3349082830
7787,3348775786
7788,3348809889
7789,3348384036
7790,3347046782
7791,3382529069
7792,3381119483
7793,3378510508
7794,3378475395
7795,3378433082
7796,3378417648
7797,3378412275
7798,3376884456
7799,3376882541
7800,3376879958
7801,3376818073
7802,3376784439
7803,3376742549
7804,3376507013
7805,3376289341
7806,3363920808
7807,3363070358
7808,3363027905
7809,3363005276
7810,3362751353
7811,3380437715
7812,3379633870
7813,3378398481
7814,3378390754
7815,3373695399
7816,3372077917
7817,3372034853
7818,3357655696
7819,3357692621
7820,3357619246
7821,3357635564
7822,3357448812
7823,3355285478
7824,3355215625
7825,3353902549
7826,3345921783
7827,3345857592
7828,3343164395
7829,3342932096
7830,3342703895
7831,3342544220
7832,3341328364
7833,3341179434
7834,3338853978
7835,3332564780
7836,3332496360
7837,3331399140
7838,3331324818
7839,3330169705
7840,3328546349
7841,3328509908
7842,3327663645
7843,3327649950
7844,3327612444
7845,3327512862
7846,3327145014
7847,3324618429
7848,3324582875
7849,3324518305
7850,3322491782
7851,3322482599
7852,3322197094
7853,3319097186
7854,3318836939
7855,3318083917
7856,3317041371
7857,3316138071
7858,3316144449
7859,3316085509
7860,3316027424
7861,3315994348
7862,3315950111
7863,3315910246
7864,3315226264
7865,3314208593
7866,3314179533
7867,3314157264
7868,3314095714
7869,3314041900
7870,3312414900
7871,3311423927
7872,3311343416
7873,3311266910
7874,3311252949
7875,3311205969
7876,3311157913
7877,3310469591
7878,3310473616
7879,3310071432
7880,3309424542
7881,3382465005
7882,3382384074
7883,3380629889
7884,3375968236
7885,3375866812
7886,3374763710
7887,3374268208
7888,3373824987
7889,3373820552
7890,3373633385
7891,3373415651
7892,3372755919
7893,3372196960
7894,3371615402
7895,3370640511
7896,3370283343
7897,3370099837
7898,3370070485
7899,3368710068
7900,3368604470
7901,3366482212
7902,3365387303
7903,3364393359
7904,3362525366
7905,3362445000
7906,3362023324
7907,3360939873
7908,3360839251
7909,3359375206
7910,3359147965
7911,3359047803
7912,3358718770
7913,3358554722
7914,3357455841
7915,3357420711
7916,3357288871
7917,3357220697
7918,3357134634
7919,3355689411
7920,3355719920
7921,3353822946
7922,3353753277
7923,3353496160
7924,3352126764
7925,3351338470
7926,3351167786
7927,3351192101
7928,3350341778
7929,3349918597
7930,3349851016
7931,3349736744
7932,3349273915
7933,3349209233
7934,3348707504
7935,3348616862
7936,3348603611
7937,3348498188
7938,3348023018
7939,3347574529
7940,3346696138
7941,3346607302
7942,3346396750
7943,3375541708
7944,3368305915
7945,3368321656
7946,3357769276
7947,3357736521
7948,3357697454
7949,3338310754
7950,3337469641
7951,3334446594
7952,3334206939
7953,3334046761
7954,3333708591
7955,3333666517
7956,3333680039
7957,3333600202
7958,3333492672
7959,3333376943
7960,3327703832
7961,3327559434
7962,3327470518
7963,3327399246
7964,3326317754
7965,3324089145
7966,3324048722
7967,3324054271
7968,3323041875
7969,3322926288
7970,3322912314
7971,3322890073
7972,3322736015
7973,3320567587
7974,3320543003
7975,3320478912
7976,3318220444
7977,3317386942
7978,3315904725
7979,3312701367
7980,3312668631
7981,3309762672
7982,3309679276
7983,3309066366
7984,3308697802
7985,3308370522
7986,3307939447
7987,3307888592
7988,3307766307
7989,3307779926
7990,3307720401
7991,3307505156
7992,3307267532
7993,3307261803
7994,3306954344
7995,3306952232
7996,3306950318
7997,3306915310
7998,3306880038
7999,3306823025
8000,3306661567
8001,3306593620
8002,3306575212
8003,3306553044
8004,3306465591
8005,3377768820
8006,3364192107
8007,3362781141
8008,3362627824
8009,3362559804
8010,3362416751
8011,3362279211
8012,3361961470
8013,3361120602
8014,3361059778
8015,3360990742
8016,3359111499
8017,3358676777
8018,3358192036
8019,3357590588
8020,3355681762
8021,3354850170
8022,3353896225
8023,3353776657
8024,3352805403
8025,3351975766
8026,3351963062
8027,3351841354
8028,3351762777
8029,3351755077
8030,3351258437
8031,3350614999
8032,3348566287
8033,3348505887
8034,3348267341
8035,3347509350
8036,3346687162
8037,3345602020
8038,3344971687
8039,3343641251
8040,3342988660
8041,3342961782
8042,3342902788
8043,3342844198
8044,3342787407
8045,3342140847
8046,3381294897
8047,3381177591
8048,3381191059
8049,3380327951
8050,3380364198
8051,3379785074
8052,3379754699
8053,3378970708
8054,3378885997
8055,3378791491
8056,3367644425
8057,3367578488
8058,3367517483
8059,3366553953
8060,3366500630
8061,3366266196
8062,3366300650
8063,3366170633
8064,3364658436
8065,3364452229
8066,3363418130
8067,3361910517
8068,3360568537
8069,3360531342
8070,3360347856
8071,3359762936
8072,3359718022
8073,3359711883
8074,3359657105
8075,3359640417
8076,3359427311
8077,3359320589
8078,3359251958
8079,3359213406
8080,3358666673
8081,3357616234
8082,3357522607
8083,3357371562
8084,3357331104
8085,3357167133
8086,3357088945
8087,3357048622
8088,3357008708
8089,3355697958
8090,3355616180
8091,3355504133
8092,3355373345
8093,3355315527
8094,3354191595
8095,3354150800
8096,3354114198
8097,3354018309
8098,3354050291
8099,3353705024
8100,3353637875
8101,3353590548
8102,3353533085
8103,3353455289
8104,3353416890
8105,3353345915
8106,3353157562
8107,3352157743
8108,3352079612
8109,3352009503
8110,3351937393
8111,3351866239
8112,3351717920
8113,3351688036
8114,3351578980
8115,3351506234
8116,3351499818
8117,3351461157
8118,3351385096
8119,3350754482
8120,3350666079
8121,3350617512
8122,3350504180
8123,3350335223
8124,3349904215
8125,3349846685
8126,3349781973
8127,3349597550
8128,3349537288
8129,3348944904
8130,3348832663
8131,3348803641
8132,3371192191
8133,3360804057
8134,3356831674
8135,3354194713
8136,3354136589
8137,3350838294
8138,3350791931
8139,3346648115
8140,3346630711
8141,3341434243
8142,3340057286
8143,3338910296
8144,3338250638
8145,3338210290
8146,3338113285
8147,3336127816
8148,3336058358
8149,3335356711
8150,3335196323
8151,3334747575
8152,3334704463
8153,3334659502
8154,3334613899
8155,3333854278
8156,3333793947
8157,3332599482
8158,3332625520
8159,3332630026
8160,3330424732
8161,3327055644
8162,3326846571
8163,3321773401
8164,3320059293
8165,3319989695
8166,3319981929
8167,3319924471
8168,3319859494
8169,3319823433
8170,3319796135
8171,3319675138
8172,3371382646
8173,3354024133
8174,3353962247
8175,3346671404
8176,3346571005
8177,3336734505
8178,3336679383
8179,3329030837
8180,3328956609
8181,3328837513
8182,3327694950
8183,3324015318
8184,3323957247
8185,3323345882
8186,3323305864
8187,3322005954
8188,3321964367
8189,3321437034
8190,3320369303
8191,3320356014
8192,3319449069
8193,3319435297
8194,3319430936
8195,3317538710
8196,3316429830
8197,3316416580
8198,3316403384
8199,3316186275
8200,3316162578
8201,3316110336
8202,3316051331
8203,3315955458
8204,3315337734
8205,3315311256
8206,3314914192
8207,3314892680
8208,3314316599
8209,3314248780
8210,3313945904
8211,3313940555
8212,3313896831
8213,3310882967
8214,3310734951
8215,3310349134
8216,3309895619
8217,3309930880
8218,3309889942
8219,3309837773
8220,3309515251
8221,3309511667
8222,3309387470
8223,3309383695
8224,3309268956
8225,3309265783
8226,3308638805
8227,3308653002
8228,3308588915
8229,3308542724
8230,3308151377
8231,3308116423
8232,3308105163
8233,3307905971
8234,3307901531
8235,3307828646
8236,3379634439
8237,3379456305
8238,3376809474
8239,3371826336
8240,3354181611
8241,3354097933
8242,3354112892
8243,3345934592
8244,3340999249
8245,3330399418
8246,3327558598
8247,3327562144
8248,3322780568
8249,3322693592
8250,3322655431
8251,3320103771
8252,3317584441
8253,3314247791
8254,3313121641
8255,3312939750
8256,3312475647
8257,3312459795
8258,3312423227
8259,3312356846
8260,3310222406
8261,3309206214
8262,3309103442
8263,3309075601
8264,3308025921
8265,3305786179
8266,3305589689
8267,3303407780
8268,3303400278
8269,3303334400
8270,3303330110
8271,3303305723
8272,3302943438
8273,3302888405
8274,3302852433
8275,3301805629
8276,3301792044
8277,3299568438
8278,3296660298
8279,3296632626
8280,3296505157
8281,3295753007
8282,3295686778
8283,3295660673
8284,3295087780
8285,3295113023
8286,3295083053
8287,3295061193
8288,3295038478
8289,3295017891
8290,3295054232
8291,3294865917
8292,3294829769
8293,3294769925
8294,3294461468
8295,3294436199
8296,3293779063
8297,3293772026
8298,3293747408
8299,3293687604
8300,3293661254
8301,3293568800
8302,3293571108
8303,3293492170
8304,3380158609
8305,3374733279
8306,3374687866
8307,3374711909
8308,3374524774
8309,3373884180
8310,3373606754
8311,3371932741
8312,3371838974
8313,3370822989
8314,3370160205
8315,3366572509
8316,3366121383
8317,3364467561
8318,3362645083
8319,3361099062
8320,3352304898
8321,3350889601
8322,3350410857
8323,3350166723
8324,3349437080
8325,3348148603
8326,3347773326
8327,3345216054
8328,3344998907
8329,3343191047
8330,3382505349
8331,3373600782
8332,3373480488
8333,3369270788
8334,3382303805
8335,3376554677
8336,3375471154
8337,3369086884
8338,3369009320
8339,3351487311
8340,3336902416
8341,3333060064
8342,3332956331
8343,3332971634
8344,3331163641
8345,3331086863
8346,3330998639
8347,3331032113
8348,3330928830
8349,3327872469
8350,3327832671
8351,3327850467
8352,3327817072
8353,3327804102
8354,3327772184
8355,3326728288
8356,3326538573
8357,3326530263
8358,3326479208
8359,3326524507
8360,3325545134
8361,3325512890
8362,3325530099
8363,3325496557
8364,3325503473
8365,3324220123
8366,3323227049
8367,3323216206
8368,3320297386
8369,3320296004
8370,3320313401
8371,3320302142
8372,3318331002
8373,3318328218
8374,3318316155
8375,3318315514
8376,3318294286
8377,3317824470
8378,3317790789
8379,3317755124
8380,3317770503
8381,3317695693
8382,3316923412
8383,3310959983
8384,3310548411
8385,3310524466
8386,3310498326
8387,3310491976
8388,3310416614
8389,3310411415
8390,3310126088
8391,3310134749
8392,3309664539
8393,3309661287
8394,3309507779
8395,3309512575
8396,3309377238
8397,3308610131
8398,3308563721
8399,3308533044
8400,3308428907
8401,3308431509
8402,3308404210
8403,3308303564
8404,3308249405
8405,3308245280
8406,3380495391
8407,3378554846
8408,3377048119
8409,3377026714
8410,3376965399
8411,3376759135
8412,3376729251
8413,3376669378
8414,3376616315
8415,3376152774
8416,3376107885
8417,3375685258
8418,3375636348
8419,3375653124
8420,3375651732
8421,3375650414
8422,3375608196
8423,3375606398
8424,3374356195
8425,3374263853
8426,3374251095
8427,3373024231
8428,3371165136
8429,3370721046
8430,3369318890
8431,3369265534
8432,3368681311
8433,3368617733
8434,3368612703
8435,3367650156
8436,3367591295
8437,3367557463
8438,3367554151
8439,3367570435
8440,3367491483
8441,3367110691
8442,3366867559
8443,3365075287
8444,3364886916
8445,3364912280
8446,3363488997
8447,3363438668
8448,3363413087
8449,3362886142
8450,3362762916
8451,3362705843
8452,3362618772
8453,3362601496
8454,3351479581
8455,3349494729
8456,3347832098
8457,3346953785
8458,3345252743
8459,3344733993
8460,3343939332
8461,3343688824
8462,3342243782
8463,3375841381
8464,3373871634
8465,3373770760
8466,3373686815
8467,3372178564
8468,3372171290
8469,3372093204
8470,3371487641
8471,3370809034
8472,3370688386
8473,3370683739
8474,3370719985
8475,3370644436
8476,3365840348
8477,3365260634
8478,3365185567
8479,3365118320
8480,3365112938
8481,3365100043
8482,3365034813
8483,3364985658
8484,3364925011
8485,3364444541
8486,3364368114
8487,3364410117
8488,3359084008
8489,3358690879
8490,3351647681
8491,3348398344
8492,3348269190
8493,3348301669
8494,3346373092
8495,3342281422
8496,3336254414
8497,3335126978
8498,3333664634
8499,3328414378
8500,3328046215
8501,3328051590
8502,3327977934
8503,3327655543
8504,3323831073
8505,3323773446
8506,3321853162
8507,3320665559
8508,3320628695
8509,3320382331
8510,3320005393
8511,3319299035
8512,3318106005
8513,3315180204
8514,3315121994
8515,3314943623
8516,3314970548
8517,3314293920
8518,3314240033
8519,3308585932
8520,3308504216
8521,3308428340
8522,3308369328
8523,3308411920
8524,3308144345
8525,3308067216
8526,3295669916
8527,3288136715
8528,3287721200
8529,3287655903
8530,3287035939
8531,3286531215
8532,3371039188
8533,3371055518
8534,3370974430
8535,3367572855
8536,3365670919
8537,3364957478
8538,3364681305
8539,3364602401
8540,3364535568
8541,3362850596
8542,3361733901
8543,3361720892
8544,3361538201
8545,3361544300
8546,3361080977
8547,3360639192
8548,3359841397
8549,3359798381
8550,3359800516
8551,3359524885
8552,3354892185
8553,3350741425
8554,3350648844
8555,3350701937
8556,3350596539
8557,3350568725
8558,3349360721
8559,3348506469
8560,3346644395
8561,3346563034
8562,3345665528
8563,3345601829
8564,3345576820
8565,3345531684
8566,3344858823
8567,3343609793
8568,3341316334
8569,3341258776
8570,3340380872
8571,3340322808
8572,3340248731
8573,3339834754
8574,3339765874
8575,3338662690
8576,3337255067
8577,3337251436
8578,3337136825
8579,3335410087
8580,3335340680
8581,3381045115
8582,3371350622
8583,3370039530
8584,3367926810
8585,3364336449
8586,3362576369
8587,3355057325
8588,3349918658
8589,3348224703
8590,3346154699
8591,3345822316
8592,3343971951
8593,3339210682
8594,3336111327
8595,3336070062
8596,3335953169
8597,3335884804
8598,3335834805
8599,3335795511
8600,3334410443
8601,3333703243
8602,3333605919
8603,3382311749
8604,3382216789
8605,3381423882
8606,3381245939
8607,3381280568
8608,3381139570
8609,3381122302
8610,3381031923
8611,3380965784
8612,3380751324
8613,3380483125
8614,3379838830
8615,3379648145
8616,3379231796
8617,3379197542
8618,3378353341
8619,3378126703
8620,3378027042
8621,3378006116
8622,3377903566
8623,3377664870
8624,3377658557
8625,3377519423
8626,3376705856
8627,3376682604
8628,3376588834
8629,3376538363
8630,3376416714
8631,3375552182
8632,3375471433
8633,3375336172
8634,3375198938
8635,3374772759
8636,3374694795
8637,3374624932
8638,3374601391
8639,3373599158
8640,3373560975
8641,3373490576
8642,3372255635
8643,3372179223
8644,3371799667
8645,3371767536
8646,3371555946
8647,3370638777
8648,3370459185
8649,3370374100
8650,3370156543
8651,3369629315
8652,3369168034
8653,3369125439
8654,3369053713
8655,3368770797
8656,3366698112
8657,3366732028
8658,3366668101
8659,3366655708
8660,3365711136
8661,3364111108
8662,3364012966
8663,3363954570
8664,3363886183
8665,3363580073
8666,3363511380
8667,3363314922
8668,3362915365
8669,3360451849
8670,3359247876
8671,3359210119
8672,3363101005
8673,3362007697
8674,3360205374
8675,3360079223
8676,3360016786
8677,3359907915
8678,3357332906
8679,3353745295
8680,3353549190
8681,3352954039
8682,3352516036
8683,3352504800
8684,3352512230
8685,3352510706
8686,3351945102
8687,3350902614
8688,3350101584
8689,3347985208
8690,3347962851
8691,3346915307
8692,3346337090
8693,3346140723
8694,3339618062
8695,3339380604
8696,3339094270
8697,3338955610
8698,3338700849
8699,3369404743
8700,3367330058
8701,3367242748
8702,3364799015
8703,3363243011
8704,3362899495
8705,3362912779
8706,3362887365
8707,3362860188
8708,3362790759
8709,3361859988
8710,3360604509
8711,3359295954
8712,3357520261
8713,3355629323
8714,3354036530
8715,3354020906
8716,3353993009
8717,3353438711
8718,3351334524
8719,3351301051
8720,3348597384
8721,3348560658
8722,3347206956
8723,3346111420
8724,3346062962
8725,3344763369
8726,3337214420
8727,3336607352
8728,3336609804
8729,3335573448
8730,3335475629
8731,3333393651
8732,3332099547
8733,3331276484
8734,3331248515
8735,3330043649
8736,3329937038
8737,3329772295
8738,3329705504
8739,3326033494
8740,3325809491
8741,3324313043
8742,3324216748
8743,3323857409
8744,3323699829
8745,3323645296
8746,3323578590
8747,3323582540
8748,3371465612
8749,3371459827
8750,3368204441
8751,3366426357
8752,3361947417
8753,3361930096
8754,3360161397
8755,3360154778
8756,3356811324
8757,3356561785
8758,3355116557
8759,3355026332
8760,3353276255
8761,3353261422
8762,3349428139
8763,3349380624
8764,3349370872
8765,3349245542
8766,3349289839
8767,3349187332
8768,3349202331
8769,3349128578
8770,3349104879
8771,3342183874
8772,3342137140
8773,3342073894
8774,3341659237
8775,3341684427
8776,3341731278
8777,3341524647
8778,3340921225
8779,3337728027
8780,3337538881
8781,3337545399
8782,3337435373
8783,3337379419
8784,3337270317
8785,3337223879
8786,3337139388
8787,3337103734
8788,3335403766
8789,3335354312
8790,3335259243
8791,3334418570
8792,3334211937
8793,3334012569
8794,3333930222
8795,3333860538
8796,3333814545
8797,3382135224
8798,3382047539
8799,3380665725
8800,3380466612
8801,3379051280
8802,3378477250
8803,3377522535
8804,3375996643
8805,3375914556
8806,3375808871
8807,3374604747
8808,3374246849
8809,3372960758
8810,3371533711
8811,3371447801
8812,3368324496
8813,3368072011
8814,3367343453
8815,3365828912
8816,3363987610
8817,3360733152
8818,3360715609
8819,3358442179
8820,3354885548
8821,3354728308
8822,3351891231
8823,3351273914
8824,3349234083
8825,3346879775
8826,3346804496
8827,3346774513
8828,3346661582
8829,3346438902
8830,3345124941
8831,3345079696
8832,3344074099
8833,3344057879
8834,3343974055
8835,3378391815
8836,3377406877
8837,3376882458
8838,3376796174
8839,3375651317
8840,3375495054
8841,3374016675
8842,3372493549
8843,3372232189
8844,3369399080
8845,3369202954
8846,3367483968
8847,3367254947
8848,3367219660
8849,3366301995
8850,3366290909
8851,3366204650
8852,3364565955
8853,3364470178
8854,3364400700
8855,3363082970
8856,3361442183
8857,3356008176
8858,3355996422
8859,3355973740
8860,3355989888
8861,3355159153
8862,3352327476
8863,3352325281
8864,3352268997
8865,3352229694
8866,3350437240
8867,3349771994
8868,3349714282
8869,3347868057
8870,3347786575
8871,3347756916
8872,3347753547
8873,3347587683
8874,3347562744
8875,3346996855
8876,3346983966
8877,3346209131
8878,3340704925
8879,3338901083
8880,3325414394
8881,3325419817
8882,3325382187
8883,3325291870
8884,3325109193
8885,3325037560
8886,3324787315
8887,3323892981
8888,3323739520
8889,3318299304
8890,3318295940
8891,3318258910
8892,3317195219
8893,3317147957
8894,3316132752
8895,3316087299
8896,3316091443
8897,3310642478
8898,3310631487
8899,3310568749
8900,3310605235
8901,3310563603
8902,3310528990
8903,3310369432
8904,3310201340
8905,3310156174
8906,3309733145
8907,3309679247
8908,3309677694
8909,3309520732
8910,3308043065
8911,3307977717
8912,3382136553
8913,3378958067
8914,3378834279
8915,3378778580
8916,3371534180
8917,3371447709
8918,3371366930
8919,3369952460
8920,3367914833
8921,3366489166
8922,3365073663
8923,3365056243
8924,3365030603
8925,3363550056
8926,3363480494
8927,3360699306
8928,3347963345
8929,3344195732
8930,3344069437
8931,3344030529
8932,3343864671
8933,3342244561
8934,3333727442
8935,3333699190
8936,3333684231
8937,3333441378
8938,3333374752
8939,3332351654
8940,3332245146
8941,3332198903
8942,3332154192
8943,3327349714
8944,3327301509
8945,3327261505
8946,3326844161
8947,3326377243
8948,3326380882
8949,3326333675
8950,3326285758
8951,3326228037
8952,3326222549
8953,3326155560
8954,3326094071
8955,3325949989
8956,3325902411
8957,3325864051
8958,3325711725
8959,3371422607
8960,3370495801
8961,3370520593
8962,3368501578
8963,3367227154
8964,3366676920
8965,3364295025
8966,3362181889
8967,3360768997
8968,3359458243
8969,3359421035
8970,3355368170
8971,3353819583
8972,3353765020
8973,3353704622
8974,3353659966
8975,3353512685
8976,3372864400
8977,3371480827
8978,3371252829
8979,3370522183
8980,3369800809
8981,3368667254
8982,3368651115
8983,3368500751
8984,3368452058
8985,3367900205
8986,3364286697
8987,3362695276
8988,3360316312
8989,3360310790
8990,3360168817
8991,3358562527
8992,3358435594
8993,3357200798
8994,3356822341
8995,3356717622
8996,3356597220
8997,3356591667
8998,3355796648
8999,3355770237
9000,3355463579
9001,3355310683
9002,3355209938
9003,3355153985
9004,3354820253
9005,3354737119
9006,3354703700
9007,3353529474
9008,3353533174
9009,3352848530
9010,3352823020
9011,3381247180
9012,3381017823
9013,3377595336
9014,3376604160
9015,3374422492
9016,3369173563
9017,3363256880
9018,3361960648
9019,3354836434
9020,3381907474
9021,3371951198
9022,3371727949
9023,3370901221
9024,3370844660
9025,3369706373
9026,3361539610
9027,3361538106
9028,3360656870
9029,3360638196
9030,3360622166
9031,3360542338
9032,3359464101
9033,3359263105
9034,3359024739
9035,3358757800
9036,3357681898
9037,3357585674
9038,3357506159
9039,3357492872
9040,3356852666
9041,3356705836
9042,3356681412
9043,3356556720
9044,3356346339
9045,3353839075
9046,3353700139
9047,3350886944
9048,3350865644
9049,3350862999
9050,3350789433
9051,3323969714
9052,3322795680
9053,3322793592
9054,3322742365
9055,3322730032
9056,3322704239
9057,3313513374
9058,3306846936
9059,3306823668
9060,3304990992
9061,3304967841
9062,3301642251
9063,3297934530
9064,3297923554
9065,3297961865
9066,3297905497
9067,3297874405
9068,3295006112
9069,3295044113
9070,3295023823
9071,3295022873
9072,3272228588
9073,3272241026
9074,3269512809
9075,3267958616
9076,3262304071
9077,3255372407
9078,3255356191
9079,3250255233
9080,3250215252
9081,3250212760
9082,3250189602
9083,3245755836
9084,3245772356
9085,3245740675
9086,3377720416
9087,3374497784
9088,3366610561
9089,3365455938
9090,3364922629
9091,3362398585
9092,3361977070
9093,3361914457
9094,3358461098
9095,3355076659
9096,3354875827
9097,3353285154
9098,3353179151
9099,3353133254
9100,3352799731
9101,3351685875
9102,3351298758
9103,3351331720
9104,3351233114
9105,3351180931
9106,3382044483
9107,3382031853
9108,3381276749
9109,3381280527
9110,3381198163
9111,3381174528
9112,3363305863
9113,3360243432
9114,3351517401
9115,3349195960
9116,3336561497
9117,3336530142
9118,3336439360
9119,3336456672
9120,3334937401
9121,3334923832
9122,3334867925
9123,3334885749
9124,3334854472
9125,3334052544
9126,3331876693
9127,3327208039
9128,3325492527
9129,3318567398
9130,3315827706
9131,3314061657
9132,3314021256
9133,3313954285
9134,3313049350
9135,3313020220
9136,3311858355
9137,3311904068
9138,3311053344
9139,3311000515
9140,3310940679
9141,3310859726
9142,3308447278
9143,3305209913
9144,3304573084
9145,3304249516
9146,3304218345
9147,3304246519
9148,3304254419
9149,3302443673
9150,3302376658
9151,3301523876
9152,3301459197
9153,3301434015
9154,3301383694
9155,3300620722
9156,3300427106
9157,3300366768
9158,3300370768
9159,3300352346
9160,3300297321
9161,3300277072
9162,3299746927
9163,3299677951
9164,3299640972
9165,3299515394
9166,3299455095
9167,3299440303
9168,3298946248
9169,3298868657
9170,3298818608
9171,3298628337
9172,3298528661
9173,3298512926
9174,3298394133
9175,3382226083
9176,3375256474
9177,3375213296
9178,3374444103
9179,3370227513
9180,3368955090
9181,3368512720
9182,3368429319
9183,3368406268
9184,3367286834
9185,3367242512
9186,3365911122
9187,3365800688
9188,3364456465
9189,3364491994
9190,3364404791
9191,3362848344
9192,3362882850
9193,3362776945
9194,3362698195
9195,3362639322
9196,3362133622
9197,3361257486
9198,3361251526
9199,3361076324
9200,3360494738
9201,3360397048
9202,3360369967
9203,3359582557
9204,3359482790
9205,3359393447
9206,3359382716
9207,3359290500
9208,3359159450
9209,3359140372
9210,3358926955
9211,3356793795
9212,3356780904
9213,3356675765
9214,3356702407
9215,3355778903
9216,3355037815
9217,3354984282
9218,3354074371
9219,3354090838
9220,3354007163
9221,3353997210
9222,3353942866
9223,3353875476
9224,3353838291
9225,3352840019
9226,3352154941
9227,3352108970
9228,3352103406
9229,3352038445
9230,3351974632
9231,3351342960
9232,3351299723
9233,3351325424
9234,3351310222
9235,3351265422
9236,3348214182
9237,3347876057
9238,3347796164
9239,3347709610
9240,3347715725
9241,3346699117
9242,3346711943
9243,3345778690
9244,3343099897
9245,3330528436
9246,3329097373
9247,3382539869
9248,3382474574
9249,3382412469
9250,3382147246
9251,3381163480
9252,3380962638
9253,3380608782
9254,3380572253
9255,3380390079
9256,3380366211
9257,3380363860
9258,3380379863
9259,3380315003
9260,3380253622
9261,3380281912
9262,3380289967
9263,3380182903
9264,3380220323
